valor,cep,cidade,bairro,logradouro,categoria,area,qtde_quartos,qtde_vagas,qtde_banheiros
220000,69085288,Manaus,São José Operário,Rua José Romão,Apartamentos,51m²,2,1,1
4350000,69057003,Manaus,Adrianópolis,Condomínio Parque Residências,Casas,662m²,5 ou mais,5 ou mais,5 ou mais
830000,69059140,Manaus,Santa Etelvina,Avenida 7 de Maio,Casas,570m²,5 ou mais,null,5 ou mais
420000,69058830,Manaus,Flores,Avenida Torquato Tapajós,Apartamentos,74m²,3,null,2
179685,69044000,Manaus,Planalto,Avenida Desembargador João Machado - até 1063/1064,Apartamentos,38m²,2,1,1
570000,69057035,Manaus,Adrianópolis,Avenida Álvaro Maia,Apartamentos,135m²,3,2,1
2900000,69060020,Manaus,Aleixo,Avenida Ephigênio Salles,Casas,800m²,4,4,1
450000,null,null,null,null,Casas,150m²,3,2,3
298400,69054641,Manaus,Parque 10 de Novembro,Rua Dom Diogo de Souza,Casas,80m²,2,2,2
1900000,69058160,Manaus,Flores,Conjunto São Judas Tadeu,Casas,420m²,1,2,3
790000,69010180,Manaus,Centro,Rua Silva Ramos - até 343/344,Casas,251m²,4,5 ou mais,4
60000,69047230,Manaus,Redenção,Rua Elias Benzecry,Casas,null,2,null,null
495000,69057240,Manaus,Nossa Senhora das Graças,Rua Vila Amazonas,Apartamentos,118m²,3,1,2
75000,69053260,Manaus,São Geraldo,Rua São Lázaro,Casas,33m²,1,null,1
180000,69085000,Manaus,São José Operário,Avenida Autaz Mirim,Casas,300m²,3,2,2
300000,69049635,Manaus,Da Paz,Rua Lírio do Vale (Prq E Gomes),Casas,300m²,1,3,1
200000,69054150,Manaus,Parque 10 de Novembro,Rua Rainha Guilhermina,Casas,350m²,3,3,3
null,null,null,null,null,null,null,null,null,null
null,69018668,Manaus,Lago Azul,Rua Marubo (Res V Melhor - 2ª Etapa),Casas,null,3,null,1
250000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,73m²,3,1,2
187000,69028222,Manaus,Flores,Rua Portugal,Casas,195m²,2,2,2
222000,69075000,Manaus,Distrito Industrial I,Avenida Buriti,Apartamentos,58m²,2,1,1
1600000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,350m²,3,4,2
350000,69098076,Manaus,Novo Aleixo,Rua Jacutinga,Casas,90m²,2,4,3
null,69078120,Manaus,Japiim,Rua Professor Botinely,Apartamentos,null,2,1,2
190000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Apartamentos,67m²,1,null,1
258000,69058230,Manaus,Flores,Rua Formosa (Prq Laranjeiras),Apartamentos,81m²,3,2,2
320000,69098328,Manaus,Novo Aleixo,Rua Augusto de Villeroy,Casas,200m²,2,2,2
1450000,69060094,Manaus,Aleixo,Rua Estrela Sírius,Apartamentos,230m²,4,4,3
270095,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70m²,2,2,2
70000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,50m²,2,2,1
1600000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,250m²,4,5 ou mais,4
237600,69098445,Manaus,Novo Aleixo,Rua Cachoeira do Niágara,Apartamentos,49m²,2,1,1
30000,69086732,Manaus,Gilberto Mestrinho,Rua Tubarana,Casas,112m²,1,3,1
600000,69037478,Manaus,Nova Esperança,Avenida Jufari,Apartamentos,112m²,3,2,2
900000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,170m²,3,4,4
250000,69099133,Manaus,Cidade de Deus,Rua Luiz da Cunha Menezes,Casas,42m²,2,2,1
65000,69086129,Manaus,Gilberto Mestrinho,Rua Raul Pavon,Apartamentos,65m²,2,null,1
265500,69037580,Manaus,Nova Esperança,Rua José Furtuoso,Apartamentos,55m²,2,1,2
350000,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,85m²,3,4,1
1950000,69058404,Manaus,Flores,Rua Aurora,Casas,348m²,4,2,5 ou mais
187800,null,null,null,null,Apartamentos,41m²,2,1,1
65000,69041530,Manaus,Tarumã,Rua 19,Apartamentos,42m²,2,1,1
370000,69054650,Manaus,Parque 10 de Novembro,Rua dos Japoneses,Casas,105m²,3,3,2
280000,69097252,Manaus,Nova Cidade,Rua Liverpool,Casas,56m²,2,3,2
45000,69018690,Manaus,Lago Azul,Rua Junco Verde,Apartamentos,0m²,2,1,1
320000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,109m²,3,1,1
425000,69058852,Manaus,Flores,Rua Ademar Freire,Apartamentos,79m²,3,2,2
450000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,72m²,3,2,2
1300000,69083120,Manaus,Aleixo,Rua Nelson Batista de Sales,Casas,240m²,4,4,5 ou mais
125000,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,350m²,3,3,2
675000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,250m²,4,3,5 ou mais
75000,69059652,Manaus,Santa Etelvina,Rua Dom Herinque,Casas,80m²,2,2,1
880000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,150m²,3,4,4
4500000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Casas,750m²,5 ou mais,5 ou mais,5 ou mais
160000,69035510,Manaus,Compensa,Parque Ayapuá,Apartamentos,70m²,2,1,2
280000,69093383,Manaus,Colônia Santo Antônio,Rua Aurélio de Lira,Casas,360m²,4,5 ou mais,3
980000,69060081,Manaus,Aleixo,Avenida José de Arimatéia,Apartamentos,138m²,3,2,5 ou mais
450000,69058850,Manaus,Flores,Travessa Parneiras,Apartamentos,79m²,3,2,2
800000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,250m²,3,5 ou mais,2
130000,69038610,Manaus,Lírio do Vale,Rua 34,Casas,100m²,2,null,1
58000,69093797,Manaus,Monte das Oliveiras,Rua Cacto Azul,Casas,25m²,3,2,2
490000,69058120,Manaus,Flores,Avenida Tancredo Neves - de 861 a 1077 - lado ímpar,Apartamentos,79m²,2,2,2
345000,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,56m²,3,2,2
190000,69058231,Manaus,Flores,Rua Barão do Açú,Apartamentos,58m²,2,1,1
430000,69054691,Manaus,Parque 10 de Novembro,Rua Epaminondas Baraúna,Casas,170m²,3,4,3
null,null,null,null,null,null,null,null,null,null
430000,69025010,Manaus,Centro,Rua Ferreira Pena - de 671/672 ao fim,Apartamentos,152m²,2,2,2
38000,null,null,null,null,Casas,null,2,null,1
790000,69099762,Manaus,Novo Aleixo,Rua José Romão,Casas,160m²,4,4,5 ou mais
750012,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,144m²,3,4,2
234500,69086129,Manaus,Gilberto Mestrinho,Rua Raul Pavon,Apartamentos,54m²,3,1,2
155000,69041363,Manaus,Tarumã,Rua Praia de Canoa Quebrada,Apartamentos,45m²,2,1,1
398590,69037204,Manaus,Ponta Negra,Avenida Transversal Fernando Cruz,Apartamentos,63m²,2,1,1
530000,69055715,Manaus,Parque 10 de Novembro,Conjunto Jardim Itaóca,Casas,384m²,3,5 ou mais,4
750000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,113m²,3,2,4
500000,69043400,Manaus,Alvorada,Rua João Siqueira Ramos,Casas,224m²,5 ou mais,null,5 ou mais
620131,69054000,Manaus,Parque 10 de Novembro,Rua Dom João VI,Casas,150m²,3,2,4
400000,69077815,Manaus,Japiim,Rua Júlia Lopes,Casas,300m²,3,3,4
990000,69040003,Manaus,Dom Pedro I,Condomínio Jardim Encontro das Águas (Cond Jd Enc Águas),Casas,310m²,4,2,5 ou mais
190000,69055737,Manaus,Parque 10 de Novembro,Condomínio Parque dos Rios IV,Apartamentos,68m²,2,1,2
450000,69083010,Manaus,Aleixo,Rua Constelação de Gêmeos,Casas,287m²,4,3,2
280000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,60m²,2,1,2
1,69088697,Manaus,Jorge Teixeira,null,Casas,null,3,1,2
3300000,null,null,null,null,Casas,457m²,4,4,5 ou mais
230000,69078020,Manaus,Japiim,Beco Jaime Rebelo,Apartamentos,70m²,3,1,1
450000,69090002,Manaus,Cidade Nova,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,96m²,3,1,2
40000,null,null,null,null,Apartamentos,null,2,1,1
45000,69099421,Manaus,Cidade de Deus,Rua São Martinho,Casas,null,2,null,1
500000,69055715,Manaus,Parque 10 de Novembro,Conjunto Jardim Itaóca,Casas,180m²,3,3,3
1100000,69037155,Manaus,Ponta Negra,Rua Mediterrâneo,Casas,150m²,3,3,3
520000,69037067,Manaus,Ponta Negra,Alameda Japão,Apartamentos,94m²,3,2,2
160000,69095130,Manaus,Cidade Nova,Rua Florinea,Apartamentos,42m²,2,1,1
360007,69055410,Manaus,Parque 10 de Novembro,Rua Ruth Hayden,Casas,230m²,3,2,2
150000,69057000,Manaus,Adrianópolis,Avenida Mário Ypiranga - até 436/437,Casas,400m²,3,3,3
1500000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,310m²,4,4,5 ou mais
180268,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,80m²,2,2,2
7500000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,null,5 ou mais,null,null
290000,69005220,Manaus,Centro,Rua Lima Bacuri,Casas,117m²,3,0,2
190000,69097060,Manaus,Cidade Nova,Rua 11,Casas,60m²,2,1,1
876700,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,123m²,3,2,3
300000,null,null,null,null,Casas,300m²,5 ou mais,1,5 ou mais
350002,69097000,Manaus,Cidade Nova,Rua Padre João Ribeiro,Casas,90m²,3,2,2
230000,69037090,Manaus,Ponta Negra,Alameda Antônio Gomide,Casas,297m²,3,2,2
695600,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,145m²,3,2,3
65000,69087033,Manaus,Tancredo Neves,Rua Ocre,Casas,90m²,1,null,1
450000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,85m²,3,2,3
600000,69040690,Manaus,Dom Pedro I,Rua Martim Afonso de Souza,Casas,300m²,4,2,5 ou mais
160000,69088268,Manaus,Jorge Teixeira,Rua Ascânio Lopes,Casas,120m²,4,null,2
1800000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,600m²,4,4,5 ou mais
790000,69055021,Manaus,Parque 10 de Novembro,Avenida Maneca Marques,Apartamentos,110m²,3,2,2
1900000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,240m²,4,4,5 ou mais
550000,69040340,Manaus,Dom Pedro I,Rua Rita G. Barros,Casas,100m²,3,3,2
205000,69049072,Manaus,Da Paz,Rua Jorge Luiz Milani,Apartamentos,42m²,2,null,1
882583,69057040,Manaus,Adrianópolis,Rua Salvador,Apartamentos,89m²,2,null,3
115000,69095000,Manaus,Cidade Nova,Avenida Noel Nutels - de 851/852 a 2399/2400,Casas,35m²,1,2,1
180000,69050110,Manaus,Chapada,Conjunto Tocantins,Apartamentos,60m²,2,1,1
1450000,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,165m²,3,2,5 ou mais
470000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,110m²,3,2,3
700000,69083330,Manaus,Aleixo,Rua dos Tajás,Casas,175m²,3,2,2
1600000,69054650,Manaus,Parque 10 de Novembro,Rua dos Japoneses,Casas,1500m²,5 ou mais,3,5 ou mais
550000,69057035,Manaus,Adrianópolis,Avenida Álvaro Maia,Apartamentos,160m²,3,2,2
600022,69028010,Manaus,Flores,Rua Venezuela,Casas,120m²,3,2,2
175000,69096660,Manaus,Cidade Nova,null,Casas,75m²,2,2,1
500000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,90m²,3,3,3
902000,69041700,Manaus,Tarumã,Rua Hilário Maldonado JR,Casas,170m²,3,5 ou mais,3
450000,69090002,Manaus,Cidade Nova,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,96m²,3,1,2
165000,null,null,null,null,Casas,58m²,2,0,1
1290000,69053110,Manaus,Nossa Senhora das Graças,Rua Rio Javari,Apartamentos,190m²,3,3,2
850000,69055680,Manaus,Parque 10 de Novembro,Rua Angélica Motta,Casas,181m²,3,4,3
850000,69040500,Manaus,Dom Pedro I,Rua Marabá,Casas,450m²,4,3,1
220000,69058370,Manaus,Flores,Rua Monte Parnaso,Casas,90m²,2,2,2
550000,69040490,Manaus,Dom Pedro I,Rua Padre Manuel da Nóbrega (Cj D Pedro I),Casas,300m²,3,4,4
2600000,69050125,Manaus,Chapada,Rua Duque de Windsor (Cj Aristocrático),Casas,360m²,3,2,5 ou mais
430000,69040270,Manaus,Dom Pedro I,Avenida Jacira Reis - de 1/2 ao fim,Apartamentos,56m²,1,1,1
265033,69090000,Manaus,Cidade Nova,Avenida Noel Nutels - até 849/850,Casas,85m²,3,2,2
1890000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,450m²,3,4,5 ou mais
480000,69054227,Manaus,Parque 10 de Novembro,Rua Toyhashi,Casas,140m²,3,2,3
250000,69050190,Manaus,Parque 10 de Novembro,Rua Sophia Gonçalves,Apartamentos,130m²,3,1,3
120000,69093437,Manaus,Colônia Terra Nova,Avenida Cristã - de 673/674 ao fim,Casas,128m²,3,2,1
480000,69054710,Manaus,Parque 10 de Novembro,null,Casas,109m²,3,2,3
90000,69097235,Manaus,Nova Cidade,Avenida Curaçao,Casas,128m²,3,1,3
240000,69039210,Manaus,Novo Israel,Rua Arthur de Souza,Casas,300m²,5 ou mais,null,5 ou mais
1500000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,300m²,4,2,5 ou mais
540000,69058282,Manaus,Flores,Rua Barão dos Cocais,Apartamentos,90m²,3,2,1
165000,69038010,Manaus,Lírio do Vale,Avenida Laguna,Apartamentos,200m²,2,4,2
160003,69059000,Manaus,Santa Etelvina,null,Apartamentos,42m²,2,1,1
280147,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,80m²,3,2,2
450000,69044460,Manaus,Planalto,Rua Waldemar Pinheiro de Souza,Casas,425m²,3,3,3
251117,69023001,Manaus,Tarumã-Açu,Avenida do Turismo,Casas,45m²,2,2,1
880000,69053135,Manaus,Nossa Senhora das Graças,Rua Maceió,Apartamentos,131m²,3,2,4
750000,69037057,Manaus,Ponta Negra,null,Apartamentos,132m²,3,2,3
350000,69048110,Manaus,Da Paz,Rua das Avencas,Casas,null,2,null,4
360000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,69m²,2,1,2
750000,69050020,Manaus,Chapada,Avenida Darcy Vargas,Apartamentos,180m²,3,2,5 ou mais
470000,69040040,Manaus,Dom Pedro I,Avenida Dom Pedro I,Apartamentos,84m²,3,1,2
49000,69040080,Manaus,Dom Pedro I,Rua Brigadeiro João Camarão,Casas,null,2,null,1
400000,69058160,Manaus,Flores,Conjunto São Judas Tadeu,Casas,90m²,3,2,2
170000,null,null,null,null,Casas,130m²,3,2,2
1250000,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,169m²,4,3,4
249800,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,48m²,2,null,2
40000,69059529,Manaus,Santa Etelvina,Rua Dona Bernardete Alexandre,Apartamentos,42m²,2,1,1
471200,null,null,null,null,Apartamentos,88m²,3,2,3
50000,69098025,Manaus,Novo Aleixo,Avenida Abraham Benzion,Apartamentos,40m²,2,1,1
244000,69038250,Manaus,Lírio do Vale,Rua Pindaí,Casas,81m²,3,2,1
220130,69098000,Manaus,Novo Aleixo,Rua Cariré,Casas,70m²,2,2,2
345000,69037255,Manaus,Ponta Negra,Avenida Thales Loureiro,Casas,60m²,2,1,3
870000,69041900,Manaus,Tarumã,Avenida Torquato Tapajós,Casas,260m²,4,4,4
305000,69049270,Manaus,Redenção,Rua Charles Goodyear,Casas,300m²,2,4,1
174000,null,null,null,null,Apartamentos,41m²,2,1,1
1400000,69037071,Manaus,Ponta Negra,Avenida Cecília Meireles,Casas,327m²,4,4,4
270000,69098404,Manaus,Novo Aleixo,Rua Agave,Casas,200m²,3,2,2
null,69036092,Manaus,Compensa,Beco Brasiléia,Casas,null,5 ou mais,null,null
500000,69055715,Manaus,Parque 10 de Novembro,Conjunto Jardim Itaóca,Casas,150m²,3,3,3
1200001,69040611,Manaus,Chapada,Rua Marechal Odílio Denis (Prq Aripuanã),Casas,280m²,4,4,5 ou mais
1650000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,280m²,4,4,5 ou mais
250000,69028340,Manaus,Flores,Rua Bom Pastor,Casas,255m²,2,5 ou mais,2
195000,69028331,Manaus,Flores,Rua Franz Schubert,Apartamentos,42m²,2,1,1
345000,69054672,Manaus,Parque 10 de Novembro,Rua Misushiro,Apartamentos,65m²,2,1,1
350000,69043000,Manaus,Alvorada,Avenida Desembargador João Machado - de 1917/1918 ao fim,Casas,250m²,4,3,3
1150000,69057021,Manaus,Adrianópolis,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,181m²,3,3,4
299999,69058810,Manaus,Flores,Rua Visconde de Utinga,Casas,60m²,2,2,1
205000,69050630,Manaus,Chapada,Conjunto dos Jornalistas,Apartamentos,50m²,2,1,1
140000,69094065,Manaus,Cidade Nova,Avenida Governador José Lindoso - lado par,Casas,null,3,null,null
988252,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,146m²,2,2,2
180000,null,null,null,null,Casas,48m²,2,2,2
255320,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,54m²,3,null,2
305000,69020010,Manaus,Centro,Avenida Getúlio Vargas - até 719/720,Casas,104m²,4,null,3
78000,69028242,Manaus,Flores,Rua Colômbia,Apartamentos,45m²,2,1,2
900000,null,null,null,null,Casas,220m²,3,3,3
6734250,69057070,Manaus,Adrianópolis,Rua Teresina,Apartamentos,538m²,5 ou mais,5 ou mais,5 ou mais
1149999,null,null,null,null,Casas,195m²,3,4,5 ou mais
56000,69093594,Manaus,Colônia Terra Nova,Rua dos Caldeus,Casas,null,1,null,1
350000,69040260,Manaus,Dom Pedro I,Rua Jacareúbas,Casas,78m²,3,2,1
1200000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,139m²,4,0,5 ou mais
150000,69065016,Manaus,Cachoeirinha,Rua 1 (P Res Mestre Chico II) - até 99998,Casas,350m²,3,3,3
119900,69078450,Manaus,Japiim,Rua Afonso de Albuquerque,Apartamentos,19m²,1,1,1
450000,69042740,Manaus,Dom Pedro I,Rua Paulo Paiva,Casas,149m²,3,2,4
2000000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,497m²,5 ou mais,5 ou mais,5 ou mais
2100000,69037000,Manaus,Ponta Negra,null,Casas,480m²,3,5 ou mais,3
140000,69054050,Manaus,Parque 10 de Novembro,Rua Márcio Figueiredo,Apartamentos,45m²,2,null,1
750000,69047730,Manaus,Redenção,Rua Iguatu,Casas,477m²,5 ou mais,2,5 ou mais
3700000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,500m²,4,5 ou mais,5 ou mais
2600000,69037225,Manaus,Ponta Negra,Avenida José Augusto Loureiro,Casas,355m²,4,null,5 ou mais
320605,69044670,Manaus,Planalto,Rua José Tavares,Casas,455m²,4,3,2
150000,69023003,Manaus,Tarumã-Açu,Avenida Torquato Tapajós,Apartamentos,42m²,2,1,1
330000,69023250,Manaus,Tarumã-Açu,Avenida Saíra Amarela,Casas,60m²,2,2,1
700000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,140m²,3,4,5 ou mais
100000,69090000,Manaus,Cidade Nova,Avenida Noel Nutels - até 849/850,Casas,300m²,3,2,2
240000,69058740,Manaus,Flores,Rua Visconde de Jequitinhonha,Casas,60m²,2,2,2
1250000,69054285,Manaus,Parque 10 de Novembro,Avenida Governador José Lindoso - lado par,Casas,318m²,5 ou mais,5 ou mais,5 ou mais
850000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,147m²,3,2,3
265008,69090000,Manaus,Cidade Nova,Avenida Noel Nutels - até 849/850,Casas,79m²,3,2,2
180000,69041360,Manaus,Tarumã,Travessa Canoa Quebrada,Apartamentos,65m²,3,1,1
180000,69050110,Manaus,Chapada,Conjunto Tocantins,Apartamentos,52m²,2,1,1
550000,69037900,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,67m²,2,1,2
550000,69057021,Manaus,Adrianópolis,Avenida Paraíba - de 1 ao fim - lado ímpar,Apartamentos,140m²,3,null,4
400000,69058561,Manaus,Novo Aleixo,Rua Agildo Barata,Casas,200m²,3,2,3
1100000,69057040,Manaus,Adrianópolis,Rua Salvador,Apartamentos,106m²,3,2,2
275000,69093770,Manaus,Colônia Santo Antônio,Avenida Max Teixeira - até 2999 - lado ímpar,Apartamentos,76m²,3,1,2
175000,69096148,Manaus,Cidade Nova,Rua Catete,Casas,200m²,3,2,2
1500000,69060094,Manaus,Aleixo,Rua Estrela Sírius,Apartamentos,240m²,4,4,5 ou mais
675000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,100m²,2,null,2
698000,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Casas,150m²,3,4,3
180000,69075155,Manaus,Distrito Industrial I,Avenida Autaz Mirim,Casas,160m²,3,2,3
700000,69055140,Manaus,Parque 10 de Novembro,Rua Doutor Mendonça,Apartamentos,274m²,3,2,5 ou mais
399500,null,null,null,null,Casas,72m²,2,null,2
28000,69086397,Manaus,São José Operário,Rua Leonora Armstrong,Casas,null,3,0,2
244000,69038250,Manaus,Lírio do Vale,Rua Pindaí,Casas,81m²,3,2,1
350000,69030550,Manaus,Vila da Prata,Rua Américo,Casas,null,3,2,2
1500000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,170m²,4,3,4
190000,69075155,Manaus,Distrito Industrial I,Avenida Autaz Mirim,Casas,160m²,3,null,3
1500000,69057001,Manaus,Adrianópolis,Avenida Mário Ypiranga - de 438/439 a 1085/1086,Apartamentos,180m²,3,2,2
1200000,69037005,Manaus,Ponta Negra,Avenida do Turismo,Casas,190m²,3,4,3
850000,69037057,Manaus,Ponta Negra,Alameda Alaska,Apartamentos,125m²,3,2,3
1650000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,211m²,4,3,5 ou mais
1900000,69054050,Manaus,Parque 10 de Novembro,Rua Márcio Figueiredo,Casas,250m²,3,null,4
249000,69040070,Manaus,Dom Pedro I,Rua Bartolomeu B da Silva,Casas,122m²,3,2,1
190000,69097060,Manaus,Cidade Nova,Rua 11,Casas,60m²,2,1,1
160900,69037144,Manaus,Ponta Negra,Avenida Frederico Baird,Apartamentos,41m²,2,2,1
320000,69095540,Manaus,Nova Cidade,Rua Antônia Carneiro (Cj R Júnior),Casas,null,4,null,null
475800,69033000,Manaus,São Jorge,Avenida São Jorge - até 773/774,Apartamentos,71m²,2,1,2
240000,69098020,Manaus,Novo Aleixo,Rua Capitão Pedro C. Favela,Casas,72m²,3,2,2
970040,69037061,Manaus,Ponta Negra,Alameda Zaire,Apartamentos,141m²,3,2,3
500000,69042050,Manaus,Alvorada,Rua Professora Lea Alencar - de 111/112 a 1659/1660,Casas,363m²,4,5 ou mais,4
1100001,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,171m²,4,2,3
30000,69058561,Manaus,Novo Aleixo,Rua Agildo Barata,Casas,null,2,2,null
840000,69037145,Manaus,Ponta Negra,Alameda Carlota Bonfim,Casas,140m²,3,4,3
1500368,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,150m²,3,2,4
228000,69049072,Manaus,Da Paz,Rua Jorge Luiz Milani,Apartamentos,42m²,2,1,2
790000,69083220,Manaus,Aleixo,Rua dos Cravos,Casas,420m²,3,4,3
480001,69054227,Manaus,Parque 10 de Novembro,Rua Toyhashi,Casas,136m²,3,2,2
530000,69053100,Manaus,Nossa Senhora das Graças,Rua Rio Iça,Casas,116m²,3,2,3
650000,69022280,Manaus,Tarumã,Rua Caravelle,Casas,169m²,3,2,4
2900000,69053165,Manaus,Nossa Senhora das Graças,Avenida Mário Ypiranga,Casas,420m²,3,5 ou mais,5 ou mais
215000,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Apartamentos,86m²,3,1,2
240000,69039170,Manaus,Novo Israel,Rua Arca da Aliança - até 909/910,Casas,800m²,4,null,3
270131,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70m²,2,2,2
426000,69028338,Manaus,Flores,Rua Siena,Casas,213m²,4,4,4
150000,69042140,Manaus,Alvorada,Rua Avoeiras,Casas,75m²,3,1,2
230000,69035350,Manaus,Compensa,Avenida Coronel Cyrillo Neves,Apartamentos,58m²,2,1,1
700018,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,170m²,3,2,4
230000,69055100,Manaus,Parque 10 de Novembro,Travessa Batista Campos,Casas,380m²,3,3,3
650000,69058585,Manaus,Novo Aleixo,Rua Mendonça Lima,Casas,140m²,3,2,1
330000,69055680,Manaus,Parque 10 de Novembro,Rua Angélica Motta,Apartamentos,64m²,3,2,2
750011,69054700,Manaus,Parque 10 de Novembro,Avenida Tancredo Neves - de 1079/1080 a 1859/1860,Casas,350m²,3,2,5 ou mais
75000,69093153,Manaus,Monte das Oliveiras,Rua Louro Itaúba,Casas,null,3,null,2
800000,69057021,Manaus,Adrianópolis,null,Apartamentos,140m²,3,3,3
165000,69041025,Manaus,Tarumã,Avenida Torquato Tapajós,Apartamentos,53m²,3,1,1
425000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,64m²,2,1,2
160120,69058000,Manaus,Flores,Conjunto Anavilhanas,Casas,70m²,2,2,2
50000,69093415,Manaus,Colônia Terra Nova,Avenida Torquato Tapajós,Apartamentos,50m²,2,2,1
450000,69090002,Manaus,Cidade Nova,Avenida Max Teixeira - de 3039/3040 ao fim,Apartamentos,81m²,3,null,2
550000,69045090,Manaus,Planalto,Rua Paris,Casas,200m²,3,4,2
100000,69097000,Manaus,Cidade Nova,Rua Padre João Ribeiro,Casas,350m²,3,3,2
null,null,null,null,null,null,null,null,null,null
200000,69050700,Manaus,Parque 10 de Novembro,Rua 2 de Agosto,Casas,100m²,2,1,2
500000,69037900,Manaus,Ponta Negra,Avenida Coronel Teixeira,Apartamentos,149m²,2,3,4
250000,69038561,Manaus,Lírio do Vale,Rua Ilha Oregon,Apartamentos,42m²,2,1,1
null,69023090,Manaus,Tarumã-Açu,Travessa Currupião,Casas,null,2,1,1
500000,69092410,Manaus,Nova Cidade,Rua Monte Albert,Casas,80m²,3,3,3
670000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,101m²,3,2,3
570000,69055705,Manaus,Parque 10 de Novembro,Rua Professor Samuel Benchimol,Apartamentos,70m²,3,null,2
380000,69054645,Manaus,Parque 10 de Novembro,Rua Kobe,Casas,94m²,3,2,2
380000,69040000,Manaus,Dom Pedro I,Avenida Pedro Teixeira,Apartamentos,62m²,2,1,2
329000,69037001,Manaus,Ponta Negra,Conjunto Asa,Apartamentos,56m²,3,1,2
360000,69037042,Manaus,Ponta Negra,Rua Raimundo Nonato de Castro,Apartamentos,67m²,2,1,2
3000000,69037000,Manaus,Ponta Negra,Avenida Coronel Teixeira,Casas,600m²,4,5 ou mais,5 ou mais
210000,69067250,Manaus,Petrópolis,Rua Campos do Jordão,Apartamentos,60m²,1,3,2
